0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.5,0
1.6,0
1.7,0
1.8,0
1.9,0
2,0
2.1,0
2.2,0
2.3,0
2.4,0
2.5,0
2.6,0
2.7,0
2.8,0
2.9,0
3,0
3.1,0
3.2,0
3.3,0
3.4,0
3.5,0
3.6,0
3.7,0
3.8,0
3.9,0
4,0
4.1,0
4.2,0
4.3,0
4.4,0
4.5,0
4.6,0
4.7,0
4.8,0
4.9,0
5,0
5.1,0
5.2,0
5.3,0
5.4,0
5.5,0
5.6,0
5.7,0
5.8,0
5.9,0
6,0
6.1,0
6.2,0
6.3,0
6.4,0
6.5,0
6.6,0
6.7,0
6.8,0
6.9,0
7,0
7.1,0
7.2,0
7.3,0
7.4,0
7.5,0
7.6,0
7.7,0
7.8,0
7.9,0
8,0
8.1,0
8.2,0
8.3,0
8.4,0
8.5,0
8.6,0
8.7,0
8.8,0
8.9,0
9,0
9.1,0
9.2,0
9.3,0
9.4,0
9.5,0
9.6,1
9.7,0
9.8,1
9.9,2
10,1
10.1,1
10.2,1
10.3,2
10.4,4
10.5,6
10.6,6
10.7,15
10.8,16
10.9,18
11,21
11.1,33
11.2,30
11.3,45
11.4,61
11.5,68
11.6,101
11.7,91
11.8,135
11.9,118
12,175
12.1,204
12.2,242
12.3,355
12.4,357
12.5,372
12.6,412
12.7,342
12.8,376
12.9,514
13,320
13.1,255
13.2,302
13.3,276
13.4,294
13.5,154
13.6,118
13.7,62
13.8,42
13.9,62
14,54
14.1,43
14.2,37
14.3,24
14.4,29
14.5,10
14.6,3
14.7,8
14.8,7
14.9,12
15,1
15.1,3
15.2,6
15.3,2
15.4,6
15.5,6
15.6,6
15.7,4
15.8,1
15.9,10
16,3
16.1,0
16.2,5
16.3,5
16.4,4
16.5,7
16.6,4
16.7,6
16.8,4
16.9,7
17,7
17.1,9
17.2,8
17.3,3
17.4,13
17.5,13
17.6,5
17.7,16
17.8,12
17.9,13
18,11
18.1,11
18.2,14
18.3,21
18.4,17
18.5,28
18.6,30
18.7,19
18.8,18
18.9,21
19,14
19.1,31
19.2,27
19.3,19
19.4,19
19.5,17
19.6,28
19.7,21
19.8,10
19.9,15
20,18
20.1,7
20.2,13
20.3,14
20.4,8
20.5,10
20.6,13
20.7,24
20.8,9
20.9,12
21,14
21.1,11
21.2,21
21.3,13
21.4,23
21.5,26
21.6,26
21.7,31
21.8,34
21.9,45
22,32
22.1,47
22.2,74
22.3,39
22.4,49
22.5,35
22.6,64
22.7,41
22.8,46
22.9,65
23,51
23.1,38
23.2,51
23.3,57
23.4,47
23.5,50
23.6,37
23.7,46
23.8,29
23.9,26
24,52
24.1,54
24.2,63
24.3,46
24.4,88
24.5,84
24.6,43
24.7,69
24.8,18
